id,sport,game,betOn,betType,pick,line,ou,prob,ev,evGrade,confidence,ml,grade,outcome,settledAt,hScore,aScore,note,date
2026-06-17_PHI_MIA_OU_UNDER8.5,MLB,,UNDER 8.5,OU,,,,,,,,-110,,loss,2026-06-18T03:52:56.700000+00:00,,,,2026-06-17
prop_1781749084001,NBA,,Natisha Hiedeman OVER PTS O13.5,PROP,,,,,,,,-105,,win,2026-06-18T17:25:55.437000+00:00,,,,2026-06-17
prop_1781748996653,NBA,,Sonia Citron OVER PTS O16.5,PROP,,,,,,,,-103,,win,2026-06-18T17:26:11.697000+00:00,,,,2026-06-17
2026-06-17_NY_CHI_WNBA_NYML,WNBA,,NY ML,ML,,,,,,,,-149,,win,2026-06-18T17:26:41.296000+00:00,,,,2026-06-17
2026-06-17_ENG_CRO_SOC_AHEngland-0.5,SOC,,AH England -0.5,ML,,,,,,,,-110,,win,2026-06-18T17:24:15.931000+00:00,,,,2026-06-17
2026-06-17_POR_COD_SOC_AHPortugal-1.5,SOC,,AH Portugal -1.5,ML,,,,,,,,-110,,loss,2026-06-18T17:24:21.501000+00:00,,,,2026-06-17
2026-06-17_OAK_PIT_OU_UNDER8.5,MLB,,UNDER 8.5,OU,,,,,,,,-110,,loss,2026-06-18T17:27:02.529000+00:00,,,,2026-06-17
2026-06-17_SEA_BAL_OU_UNDER9.5,MLB,,UNDER 9.5,OU,,,,,,,,-110,,win,2026-06-18T17:27:46.503000+00:00,,,,2026-06-17
2026-06-17_SEA_BAL_ML_SEA,MLB,,SEA,ML,,,,,,,,-131,,loss,2026-06-18T17:27:53.149000+00:00,,,,2026-06-17
2026-06-17_MIL_CLE_ML_MIL,MLB,,MIL,ML,,,,,,,,-126,,win,2026-06-18T03:52:56.729000+00:00,,,,2026-06-17
2026-06-17_BOS_TOR_OU_UNDER8.5,MLB,,UNDER 8.5,OU,,,,,,,,-110,,win,2026-06-18T17:27:39.026000+00:00,,,,2026-06-17
2026-06-17_ARI_LAA_OU_UNDER9.5,MLB,,UNDER 9.5,OU,,,,,,,,-110,,win,2026-06-18T03:52:56.720000+00:00,,,,2026-06-17
2026-06-17_LAD_TB_SPREAD_TB+1.5,MLB,,TB +1.5,SPREAD,,,,,,,,-115,,win,2026-06-18T17:27:26.586000+00:00,,,,2026-06-17
2026-06-17_LAD_TB_OU_UNDER9.5,MLB,,UNDER 9.5,OU,,,,,,,,-110,,win,2026-06-18T03:52:56.715000+00:00,,,,2026-06-17
2026-06-17_PHI_MIA_SPREAD_MIA+1.5,MLB,,MIA +1.5,SPREAD,,,,,,,,-115,,win,2026-06-18T17:27:21.218000+00:00,,,,2026-06-17
2026-06-17_WSN_KC_SPREAD_KC+1.5,MLB,,KC +1.5,SPREAD,,,,,,,,-115,,win,2026-06-18T17:27:16.767000+00:00,,,,2026-06-17
2026-06-17_WSN_KC_ML_WSN,MLB,,WSN,ML,,,,,,,,-132,,loss,2026-06-18T03:52:56.693000+00:00,,,,2026-06-17
2026-06-17_CIN_NYM_OU_UNDER10.0,MLB,,UNDER 10.0,OU,,,,,,,,-110,,loss,2026-06-18T03:52:56.689000+00:00,,,,2026-06-17
2026-06-17_MIN_LA_WNBA_MINML,WNBA,,MIN ML,ML,,,,,,,,-191,,win,2026-06-18T17:26:34.467000+00:00,,,,2026-06-17
2026-06-17_PHI_MIA_ML_PHI,MLB,,PHI,ML,,,,,,,,-124,,loss,2026-06-18T03:52:56.699000+00:00,,,,2026-06-17
2026-06-17_WSN_KC_OU_UNDER9.5,MLB,,UNDER 9.5,OU,,,,,,,,-110,,win,2026-06-18T03:52:56.694000+00:00,,,,2026-06-17
2026-06-17_CIN_NYM_ML_CIN,MLB,,CIN,ML,,,,,,,,74,,loss,2026-06-18T03:52:56.687000+00:00,,,,2026-06-17
2026-06-17_GS_DAL_SPREAD_GS+3.5,NHL,,GS +3.5,SPREAD,,,,,,,,-115,,win,2026-06-18T17:26:21.196000+00:00,,,,2026-06-17
mlb_027,MLB,,DET +1.5,RL,,,,,,,,-130,,win,,,,,2026-06-15
mlb_034,MLB,,ARI ML,ML,,,,,,,,-155,,win,,,,,2026-06-15
mlb_035,MLB,,NYM/CIN Under 10.0,OU,,,,,,,,-110,,loss,,,,,2026-06-15
mlb_036,MLB,,CIN ML,ML,,,,,,,,+105,,win,,,,,2026-06-15
mlb_037,MLB,,SEA/WSH Under 9.5,OU,,,,,,,,-110,,loss,,,,,2026-06-15
mlb_038,MLB,,WSH ML,ML,,,,,,,,+130,,win,,,,,2026-06-15
mlb_039,MLB,,MIA/PHI Under 8.5,OU,,,,,,,,-115,,win,,,,,2026-06-15
mlb_029,MLB,,TEX ML,ML,,,,,,,,-145,,loss,,,,,2026-06-15
mlb_028,MLB,,MIN/TEX Under 8.5,OU,,,,,,,,-110,,win,,,,,2026-06-15
mlb_026,MLB,,LAA +1.5,RL,,,,,,,,-125,,win,,,,,2026-06-15
mlb_025,MLB,,LAA/ARI Under 9.5,OU,,,,,,,,-110,,win,,,,,2026-06-15
mlb_031,MLB,,STL ML,ML,,,,,,,,+115,,win,,,,,2026-06-15
mlb_032,MLB,,PIT +1.5,RL,,,,,,,,-120,,loss,,,,,2026-06-15
mlb_033,MLB,,OAK ML,ML,,,,,,,,-130,,win,,,,,2026-06-15
mlb_030,MLB,,SD/STL Under 9.5,OU,,,,,,,,-110,,win,,,,,2026-06-15
2026-06-15_PHI_MIA_ML_PHI,MLB,,PHI,ML,,,,,,,,-126,,win,2026-06-16T05:16:27.894000+00:00,,,,2026-06-15
2026-06-15_WSN_KC_ML_KC,MLB,,KC,ML,,,,,,,,+135,,loss,2026-06-16T05:16:27.896000+00:00,,,,2026-06-15
2026-06-14_KC_HOU_ML_KC,MLB,,KC,ML,,,,,,,,-138,,win,2026-06-14T20:38:33.636000+00:00,,,,2026-06-14
2026-06-14_OAK_COL_ML_OAK,MLB,,OAK,ML,,,,,,,,-164,,loss,2026-06-14T23:09:40.567000+00:00,,,,2026-06-14
2026-06-14_MIL_PHI_ML_MIL,MLB,,MIL,ML,,,,,,,,-163,,win,2026-06-14T20:43:30.056000+00:00,,,,2026-06-14
2026-06-14_CIN_ARI_ML_CIN,MLB,,CIN,ML,,,,,,,,-127,,loss,2026-06-14T23:09:40.563000+00:00,,,,2026-06-14
2026-06-14_NY_WSH_WNBA_NYML,WNBA,,NY ML,ML,,,,,,,,-193,,win,2026-06-15T21:59:41.095000+00:00,,,,2026-06-14
2026-06-14_PIT_MIA_ML_PIT,MLB,,PIT,ML,,,,,,,,-143,,loss,2026-06-14T19:56:08.928000+00:00,,,,2026-06-14
2026-06-14_ATL_TOR_WNBA_ATLML,WNBA,,ATL ML,ML,,,,,,,,-127,,win,2026-06-15T21:59:50.938000+00:00,,,,2026-06-14
2026-06-14_WSN_SEA_ML_WSN,MLB,,WSN,ML,,,,,,,,-129,,win,2026-06-14T19:56:05.240000+00:00,,,,2026-06-14
2026-06-13_SA_NY_NBA_SA,NBA,,SA,ML,,,,,,,,-194,,loss,2026-06-14T19:52:31.249000+00:00,,,,2026-06-13
2026-06-13_QAT_SUI_SOC_Switzerland,SOC,,Switzerland,ML,,,,,,,,-104,,loss,2026-06-13T21:39:51.201000+00:00,,,,2026-06-13
2026-06-13_OAK_COL_ML_OAK,MLB,,OAK,ML,,,,,,,,-157,,win,2026-06-14T19:54:48.667000+00:00,,,,2026-06-13
2026-06-13_BAL_SD_ML_BAL,MLB,,BAL,ML,,,,,,,,-125,,loss,2026-06-13T22:55:56.582000+00:00,,,,2026-06-13
j13_slip1_wc_nba,NBA,,6-Pick WC+NBA: Vinícius O1.5 Shots / Harper O22.5 PRA / Brunson O33.5 PRA / OG O16.5 PTS / Castle O11.5 PTS / Wemby O34.5 PRA,PARLAY,,,,,,,,+1100,,loss,2026-06-15T22:00:23.860000+00:00,,,,2026-06-13
2026-06-13_CLE_DET_ML_CLE,MLB,,CLE,ML,,,,,,,,74,,win,2026-06-13T23:23:38.011000+00:00,,,,2026-06-13
2026-06-13_TOR_NYY_ML_NYY,MLB,,NYY,ML,,,,,,,,+107,,win,2026-06-13T21:46:37.671000+00:00,,,,2026-06-13
j13_slip2_wnba,WNBA,,4-Pick WNBA: A.Boston O24.5 PRA / A.Wilson O38.5 PRA / J.Young O33 FS / O.Miles O16.5 PTS,PARLAY,,,,,,,,+575,,loss,2026-06-15T22:00:20.198000+00:00,,,,2026-06-13
2026-06-13_SA_NYK_PROP_OGAnunobyPTSOVER17.5,NBA,,OG Anunoby PTS OVER 17.5,PROP,,,,,,,,-115,,loss,2026-06-14T19:55:41.469000+00:00,,,,2026-06-13
2026-06-13_SA_NYK_PROP_DevinVassell3PMOVER2.5,NBA,,Devin Vassell 3PM OVER 2.5,PROP,,,,,,,,-108,,loss,2026-06-14T19:55:45.412000+00:00,,,,2026-06-13
2026-06-13_SA_NYK_PROP_VictorWembanyama3PMOVER1.5,NBA,,Victor Wembanyama 3PM OVER 1.5,PROP,,,,,,,,-120,,loss,2026-06-14T19:55:29.908000+00:00,,,,2026-06-13
2026-06-13_SA_NYK_PROP_VictorWembanyamaBLKOVER2.5,NBA,,Victor Wembanyama BLK OVER 2.5,PROP,,,,,,,,-162,,win,2026-06-14T19:55:57.154000+00:00,,,,2026-06-13
2026-06-13_SA_NYK_PROP_JalenBrunson3PMOVER2.5,NBA,,Jalen Brunson 3PM OVER 2.5,PROP,,,,,,,,-112,,win,2026-06-14T19:55:37.894000+00:00,,,,2026-06-13
2026-06-13_MIN_LV_WNBA_MINML,WNBA,,MIN ML,ML,,,,,,,,-137,,loss,2026-06-14T19:55:06.771000+00:00,,,,2026-06-13
prop_1781386828398,NBA,,Jalen Brunson OVER 3PM O1.5,PROP,,,,,,,,-112,,win,2026-06-14T19:56:00.185000+00:00,,,,2026-06-13
2026-06-13_KC_HOU_ML_KC,MLB,,KC,ML,,,,,,,,-126,,loss,2026-06-14T19:54:58.999000+00:00,,,,2026-06-13
2026-06-13_MIN_STL_SPREAD_STL+1.5,NHL,,STL +1.5,SPREAD,,,,,,,,-115,,win,2026-06-13T21:44:57.506000+00:00,,,,2026-06-13
2026-06-13_WSN_SEA_ML_WSN,MLB,,WSN,ML,,,,,,,,-124,,win,2026-06-13T23:23:48.519000+00:00,,,,2026-06-13
2026-06-13_IND_CON_WNBA_INDML,WNBA,,IND ML,ML,,,,,,,,-130,,win,2026-06-14T19:55:14.404000+00:00,,,,2026-06-13
2026-06-13_CWS_LAD_ML_LAD,MLB,,LAD,ML,,,,,,,,+111,,win,2026-06-13T23:00:55.957000+00:00,,,,2026-06-13
2026-06-13_PIT_MIA_ML_PIT,MLB,,PIT,ML,,,,,,,,-145,,win,2026-06-13T23:24:02.307000+00:00,,,,2026-06-13
j12_tor_was_slip,WNBA,,3-Pick WNBA TOR@WAS: Sykes O17.5 PTS / Mabrey O19.5 PRA / Citron O14.5 PTS,PARLAY,,,,,,,,+200,,win,,,,,2026-06-12
j12_tor_was_citron_pts,WNBA,,Sonia Citron OVER PTS 14.5,PROP,,,,,,,,-110,,win,,,,,2026-06-12
j12_tor_was_mabrey_pra,WNBA,,Marina Mabrey OVER PRA 19.5,PROP,,,,,,,,-110,,win,,,,,2026-06-12
j12_tor_was_sykes_pts,WNBA,,Brittney Sykes OVER PTS 17.5,PROP,,,,,,,,-110,,win,,,,,2026-06-12
j12_gsv_sea_slip1,WNBA,,4-Pick WNBA Slip 1: Flau'jae O9.5 PTS / G.Williams O24.5 PRA / Thornton O1.5 3PTM / Hiedeman O17.5 PRA — GSV 76 SEA 72,PARLAY,,,,,,,,+575,,loss,,,,,2026-06-12
cvpar_mlb_1781296842960,MLB,,ML PIT|ML BAL|ML CLE,PARLAY,,,,,,,,+700,,loss,2026-06-13T02:13:06.757000+00:00,,,,2026-06-12
2026-06-12_WSH_TOR_WNBA_SPREADWSH-2.5,WNBA,,SPREAD WSH -2.5,ML,,,,,,,,-125,,loss,2026-06-13T02:13:13.815000+00:00,,,,2026-06-12
j12_gsv_sea_s2_gwilliams_pra195,WNBA,,Gabby Williams OVER PRA 19.5,PROP,,,,,,,,-110,,win,,,,,2026-06-12
j12_gsv_sea_s1_hiedeman_pra,WNBA,,Natisha Hiedeman OVER PRA 17.5,PROP,,,,,,,,-110,,win,,,,,2026-06-12
j12_gsv_sea_s1_thornton_3pm,WNBA,,Kayla Thornton OVER 3PTM 1.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-12
j12_gsv_sea_s1_gwilliams_pra245,WNBA,,Gabby Williams OVER PRA 24.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-12
j12_gsv_sea_slip2,WNBA,,3-Pick WNBA Slip 2: Flau'jae O9.5 PTS / G.Williams O19.5 PRA / Thornton O1.5 3PTM — GSV 76 SEA 72,PARLAY,,,,,,,,+200,,loss,,,,,2026-06-12
j12_gsv_sea_s2_flaujae_pts,WNBA,,Flau'jae Johnson OVER PTS 9.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-12
j12_gsv_sea_s1_flaujae_pts,WNBA,,Flau'jae Johnson OVER PTS 9.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-12
j12_gsv_sea_s2_thornton_3pm,WNBA,,Kayla Thornton OVER 3PTM 1.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-12
2026-06-12_SF_CHC_OU_OVER8.5,MLB,,OVER 8.5,OU,,,,,,,,-110,,loss,2026-06-13T05:05:20.968000+00:00,,,,2026-06-12
2026-06-12_USA_PAR_OU_UNDER2.5,SOC,,UNDER 2.5,OU,,,,,,,,-110,,loss,2026-06-13T02:12:59.686000+00:00,,,,2026-06-12
2026-06-12_USA_PAR_OU_UNDER3.5,SOC,,UNDER 3.5,OU,,,,,,,,-110,,loss,2026-06-13T02:42:24.222000+00:00,,,,2026-06-12
2026-06-12_BAL_SD_ML_BAL,MLB,,BAL,ML,,,,,,,,-131,,win,2026-06-13T01:54:49.522000+00:00,,,,2026-06-12
2026-06-12_USA_PAR_SOC_UnitedStates,SOC,,United States,ML,,,,,,,,-102,,win,2026-06-13T03:52:44.492000+00:00,,,,2026-06-12
2026-06-12_CIN_ARI_ML_CIN,MLB,,CIN,ML,,,,,,,,-115,,loss,2026-06-13T05:05:28.813000+00:00,,,,2026-06-12
2026-06-12_CAN_BIH_SOC_UNDER2.5,SOC,,UNDER 2.5,ML,,,,,,,,-110,,win,2026-06-12T21:38:58.494000+00:00,,,,2026-06-12
2026-06-12_PIT_MIA_ML_PIT,MLB,,PIT,ML,,,,,,,,-144,,loss,2026-06-13T02:13:20.229000+00:00,,,,2026-06-12
j11_staal_pts,NHL,,Jordan Staal OVER PTS 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_hall_sog,NHL,,Taylor Hall OVER SOG 1.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_wc_mex_rsa_slip,SOC,,4-Pick WC: Montes O0.5 Passes / Quiñones O2.5 Shots / Jiménez O3 Shots / R.Williams O3.5 Saves — MEX vs RSA,PARLAY,,,,,,,,+575,,loss,,,,,2026-06-11
j11_wc_rwilliams_saves,SOC,,Ronwen Williams OVER Saves 3.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-11
j11_wc_jimenez_shots,SOC,,Raúl Jiménez OVER Shots 3,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_wc_quinones_shots,SOC,,Julián Quiñones OVER Shots 2.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_wc_montes_pass,SOC,,César Montes OVER Passes 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_lva_spread,WNBA,,Las Vegas Aces -10.5,SPREAD,,,,,,,,-115,,win,,,,,2026-06-11
j11_bueckers_pra_265,WNBA,,Paige Bueckers OVER PRA 26.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_mitchell_pra,WNBA,,Kelsey Mitchell OVER PRA 24.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-11
j11_boston_pts,WNBA,,Aliyah Boston OVER PTS 20.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_fudd_ast,WNBA,,Azzi Fudd OVER AST 3.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_pp6_nhl_loss_par,NHL,,6-Pick NHL: J.Staal O0.5 PTS / Stankoven O2.5 Hits / Marner O0.5 PTS / Ehlers O0.5 PTS / S.Aho O0.5 PTS / T.Hall O1.5 SOG — VGK 2 CAR 4,PARLAY,,,,,,,,+625,,loss,,,,,2026-06-11
j11_pp6_wnba_loss_par,WNBA,,6-Pick WNBA: A.Boston O20.5 PTS / K.Mitchell O24.5 PRA / A.Reese O30.5 PR / P.Astier O27.5 PRA / Bueckers O26.5 PRA / A.Wilson O13.5 RA,PARLAY,,,,,,,,+625,,loss,,,,,2026-06-11
j11_dal_wings_ml,WNBA,,Dallas Wings ML,ML,,,,,,,,-260,,win,,,,,2026-06-11
j11_aho_pts,NHL,,Sebastian Aho OVER PTS 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_ud_3leg_par_win,WNBA,,3-Leg Parlay: CAR Hurricanes ML -155 / Dallas Wings ML -260 / Las Vegas Aces -10.5 -115,PARLAY,,,,,,,,+326,,win,,,,,2026-06-11
j11_car_ml,NHL,,Carolina Hurricanes ML,ML,,,,,,,,-155,,win,,,,,2026-06-11
j11_stankoven_hits,NHL,,Logan Stankoven OVER Hits 2.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-11
j11_wilson_pra_395,WNBA,,A'ja Wilson OVER PRA 39.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_pp4_wnba_win_par,WNBA,,4-Pick WNBA: A.Fudd O3.5 AST / L.Held O14.5 PTS / Bueckers O2.5 3PTM / A.Wilson O39.5 PRA,PARLAY,,,,,,,,+575,,win,,,,,2026-06-11
j11_ehlers_pts,NHL,,Nikolaj Ehlers OVER PTS 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_marner_pts,NHL,,Mitch Marner OVER PTS 0.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-11
j11_held_pts,WNBA,,Lexi Held OVER PTS 14.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_astier_pra,WNBA,,Pauline Astier OVER PRA 27.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
j11_reese_pr,WNBA,,Angel Reese OVER Pts+Rebs 30.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
2026-06-11_KOR_CZE_SOC_UNDER2.5,SOC,,UNDER 2.5,ML,,,,,,,,-110,,win,2026-06-12T21:51:03.731000+00:00,,,,2026-06-11
j11_wilson_ra_135,WNBA,,A'ja Wilson OVER Rebs+Asts 13.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-11
2026-06-11_LV_POR_WNBA_LVML,WNBA,,LV ML,ML,,,,,,,,-119,,win,2026-06-12T05:57:17.330000+00:00,,,,2026-06-11
prop_1781216188993,NBA,,Kelsey Mitchell OVER PTS O14.5,PROP,,,,,,,,-122,,win,2026-06-12T01:56:55.015000+00:00,,,,2026-06-11
j11_bueckers_3pm,WNBA,,Paige Bueckers OVER 3PTM 2.5,PROP,,,,,,,,-110,,win,,,,,2026-06-11
nhl_prop_1781243973673,NHL,,Mitch Marner Points OVER 0.5 (-138),PROP,,,,,,,,-138,,loss,2026-06-12T05:59:41.201000+00:00,,,,2026-06-11
nhl_prop_1781218536926,NHL,,Nikolaj Ehlers Points OVER 0.5 (-145),PROP,,,,,,,,-145,,win,2026-06-12T01:57:07.351000+00:00,,,,2026-06-11
2026-06-11_CAR_VGK_ML_CAR,NHL,,CAR,ML,,,,,,,,-155,,win,2026-06-12T05:57:31.752000+00:00,,,,2026-06-11
2026-06-11_IND_CHI_WNBA_INDML,WNBA,,IND ML,ML,,,,,,,,-156,,win,2026-06-12T01:56:41.614000+00:00,,,,2026-06-11
2026-06-11_MEX_RSA_SOC_Mexico,SOC,,Mexico,ML,,,,,,,,-102,,win,2026-06-11T21:11:30.554000+00:00,,,,2026-06-11
2026-06-11_DET_MIN_ML_DET,NHL,,DET,ML,,,,,,,,-131,,win,2026-06-11T21:02:52.039000+00:00,,,,2026-06-11
2026-06-11_KC_TEX_ML_KC,MLB,,KC,ML,,,,,,,,-120,,loss,2026-06-11T22:57:02.060000+00:00,,,,2026-06-11
2026-06-11_MIA_ARI_ML_MIA,MLB,,MIA,ML,,,,,,,,-131,,win,2026-06-11T21:03:00.797000+00:00,,,,2026-06-11
cvpar_xp_1781217523601,XP,,WNBA ML IND|WNBA ML DAL|WNBA ML LV,PARLAY,,,,,,,,+471,,win,2026-06-12T05:57:25.809000+00:00,,,,2026-06-11
j10_pp4_wnba_sykes_pts,WNBA,,Brittney Sykes OVER PTS 14.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5a_nba_wemby_pra,NBA,,Victor Wembanyama OVER PRA 32.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5b_nba_slip,NBA,,5-Pick NBA: Harper O22.5 PRA / Brunson O27.5 PTS / KAT O16.5 PTS / OG O16.5 PTS / Castle O15.5 PTS — SAS 106 NYK 107,PARLAY,,,,,,,,+2175,,loss,,,,,2026-06-10
j10_pp5b_nba_castle_pts2,NBA,,Stephon Castle OVER PTS 15.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-10
j10_pp5b_nba_og_pts2,NBA,,OG Anunoby OVER PTS 16.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5b_nba_kat_pts,NBA,,Karl-Anthony Towns OVER PTS 16.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-10
j10_pp5b_nba_brunson_pts,NBA,,Jalen Brunson OVER PTS 27.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5a_nba_og_pts,NBA,,OG Anunoby OVER PTS 12.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5a_nba_brunson_pra,NBA,,Jalen Brunson OVER PRA 29.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5a_nba_harper_pra,NBA,,Dylan Harper OVER PRA 19.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp3_nba_flex_slip,NBA,,3-Pick Flex NBA: Alvarado O6.5 PRA / K.Johnson U9.5 PRA / OG O24 PRA — SAS 106 NYK 107,PARLAY,,,,,,,,+200,,win,,,,,2026-06-10
j10_pp3_nba_alvarado_pra,NBA,,Jose Alvarado OVER PRA 6.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5b_nba_harper_pra2,NBA,,Dylan Harper OVER PRA 22.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp5a_nba_castle_pts,NBA,,Stephon Castle OVER PTS 10.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp4_wnba_brink_pra,WNBA,,Cameron Brink OVER PRA 9.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
2026-06-10_SA_NYK_PROP_OGAnunobyPTSOVER17.5,NBA,,OG Anunoby PTS OVER 17.5,PROP,,,,,,,,-112,,win,2026-06-11T04:33:34.680000+00:00,,,,2026-06-10
2026-06-10_SF_WSN_ML_SF,MLB,,SF,ML,,,,,,,,-110,,win,2026-06-10T22:52:05.233000+00:00,,,,2026-06-10
j10_pp3_nba_og_pra,NBA,,OG Anunoby OVER PRA 24,PROP,,,,,,,,-110,,win,,,,,2026-06-10
j10_pp3_nba_kjohnson_pra,NBA,,Keldon Johnson UNDER PRA 9.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
2026-06-10_CLE_NYY_ML_NYY,NBA,,NYY,ML,,,,,,,,+111,,win,2026-06-10T22:42:50.067000+00:00,,,,2026-06-10
2026-06-10_PIT_LAD_ML_LAD,MLB,,LAD,ML,,,,,,,,-207,,loss,2026-06-11T01:44:50.687000+00:00,,,,2026-06-10
j10_pp5a_nba_slip,NBA,,5-Pick NBA: Harper O19.5 PRA / Brunson O29.5 PRA / OG O12.5 PTS / Castle O10.5 PTS / Wemby O32.5 PRA — SAS 106 NYK 107,PARLAY,,,,,,,,+325,,win,,,,,2026-06-10
2026-06-10_SA_NYK_PROP_VictorWembanyamaBLKOVER2.5,NBA,,Victor Wembanyama BLK OVER 2.5,PROP,,,,,,,,-155,,win,2026-06-11T04:32:55.663000+00:00,,,,2026-06-10
2026-06-10_SA_NYK_PROP_VictorWembanyamaPTSOVER26.5,NBA,,Victor Wembanyama PTS OVER 26.5,PROP,,,,,,,,-115,,loss,2026-06-11T04:32:33.591000+00:00,,,,2026-06-10
2026-06-10_SA_NYK_PROP_VictorWembanyama3PMOVER1.5,NBA,,Victor Wembanyama 3PM OVER 1.5,PROP,,,,,,,,-118,,win,2026-06-11T04:33:27.563000+00:00,,,,2026-06-10
j10_pp4_wnba_plum_fs,WNBA,,Kelsey Plum OVER Fantasy Score 33,PROP,,,,,,,,-110,,win,,,,,2026-06-10
2026-06-10_SA_NYK_PROP_OGAnunobyPTS+REB+ASTOVER24.5,NBA,,OG Anunoby PTS+REB+AST OVER 24.5,PROP,,,,,,,,-112,,win,2026-06-11T04:33:31.210000+00:00,,,,2026-06-10
j10_pp4_wnba_mabrey_pts,WNBA,,Marina Mabrey OVER PTS 16.5,PROP,,,,,,,,-110,,win,,,,,2026-06-10
2026-06-10_KC_TEX_ML_KC,MLB,,KC,ML,,,,,,,,83,,loss,2026-06-11T04:31:26.716000+00:00,,,,2026-06-10
2026-06-10_MIA_ARI_ML_MIA,MLB,,MIA,ML,,,,,,,,87,,win,2026-06-11T01:36:50.254000+00:00,,,,2026-06-10
2026-06-10_SA_NYK_PROP_JalenBrunsonPTSOVER29.5,NBA,,Jalen Brunson PTS OVER 29.5,PROP,,,,,,,,-138,,win,2026-06-11T04:32:41.109000+00:00,,,,2026-06-10
2026-06-10_TOR_PHI_ML_TOR,NHL,,TOR,ML,,,,,,,,76,,loss,2026-06-11T04:31:10.061000+00:00,,,,2026-06-10
2026-06-10_SA_NYK_PROP_VictorWembanyamaPTS+REBOVER37.5,NBA,,Victor Wembanyama PTS+REB OVER 37.5,PROP,,,,,,,,-122,,loss,2026-06-11T04:33:23.181000+00:00,,,,2026-06-10
j10_pp4_wnba_slip,WNBA,,4-Pick WNBA: Sykes O14.5 PTS / Mabrey O16.5 PTS / Brink O9.5 PRA / Plum O33 Fantasy Score,PARLAY,,,,,,,,+325,,win,,,,,2026-06-10
2026-06-10_SA_NYK_PROP_VictorWembanyamaREBOVER11.5,NBA,,Victor Wembanyama REB OVER 11.5,PROP,,,,,,,,-115,,win,2026-06-11T04:33:05.263000+00:00,,,,2026-06-10
2026-06-10_LAA_HOU_ML_LAA,MLB,,LAA,ML,,,,,,,,-120,,win,2026-06-11T04:31:31.946000+00:00,,,,2026-06-10
2026-06-10_TB_BOS_ML_TB,MLB,,TB,ML,,,,,,,,-178,,win,2026-06-10T22:42:34.821000+00:00,,,,2026-06-10
j9_hrb_wnba_parlay,WNBA,,WNBA 3-leg ML Parlay: ATL Dream -400 / MIN Lynx -185 / GSV Valkyries -375,PARLAY,,,,,,,,+144,,win,,,,,2026-06-09
j9_hrb_wnba_gsv_ml,WNBA,,Golden State Valkyries ML,ML,,,,,,,,-375,,win,,,,,2026-06-09
j9_pp5_wnba_cardoso_pts,WNBA,,Kamilla Cardoso OVER PTS 9.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_nhl_stankoven_pts,NHL,,Logan Stankoven OVER PTS 0.5,PROP,,,,,,,,-110,,win,,,,,2026-06-09
j9_pp5_nhl_eichel_pts,NHL,,Jack Eichel OVER PTS 0.5,PROP,,,,,,,,-110,,loss,,,,,2026-06-09
